_index,fecha,¿Cuántos años cumplidos tiene?,Cuál es su género?,Grupo étnico,Víctima del conflicto,RUV,Tipo de discapacidad,¿Cuenta con SISBEN?,¿Cuál es el parentesco suyo con el jefe o jefa del hogar en su vivienda?,¿Dónde queda ubicada su vivienda?,¿En qué barrio vive?,Escriba el nombre del barrio que NO se encuentra en la lista...180,¿En qué corregimiento o vereda reside?,¿En qué departamento queda ubicado el municipio?,Seleccione un municipio de: Bolívar...,Hora de Apertura del Comercio,Hora Cierre del Comercio,¿Cuántos trabajadores tiene?,¿Cuántos trabajadores extranjeros tiene?,"En su mayoría, ¿qué tipo de contrato tienen sus trabajadores?","En su mayoría, ¿los contratos de trabajo son a término indefinido o a término fijo?",¿Tiene registro ante la Cámara de Comercio?,¿Su registro ante la Cámara de Comercio está actualizado a 2021?,¿Cuál es la Actividad Económica Principal (Código CIIU) que aparece en su Cámara de Comercio?,¿Tiene registro ante la DIAN (RUT)?,"Otro, ¿cuál?...","Se dedica usted al comercio al por mayor, al comercio al por menor o ambos","En un día promedio, ¿cuánto invierte en mercancía?...",Tipo de producto/servicio,País,Municipio,Departamento,Eres_Cartagenero,motivo_de_cambio,Afiliación a EPS,Medio de transporte,Nivel de escolaridad,seguridad social sin salud,Manejo de basuras
2605,06/25/2021 12:00:00 AM,42,Femenino,Afrodescendiente o negro,1,SI,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,09:30:00.000-05:00,17:39:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Accesorios de damas,Ambos,30000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,No afiliado,La recoge el servicio de aseo
2606,06/25/2021 12:00:00 AM,18,Femenino,Ninguno de los anteriores,1,NO,Sin discapacidad,NO,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Luis Carlos Galán,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Ropai teruos y ropa para vestir,Comercio al por menor,50000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,Santander,"No, nací en otro municipio",NS/NR,No afiliado,A pie,Bachiller,No afiliado,La recoge el servicio de aseo
2607,06/25/2021 12:00:00 AM,48,Masculino,Ninguno de los anteriores,1,SI,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nazareno,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:55:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,"Ropa, accesorios",Comercio al por menor,100000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,La Guajira,"No, nací en otro municipio",NS/NR,NS/NR,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
2608,06/25/2021 12:00:00 AM,61,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Otro pariente,En la zona urbana de Cartagena,Nuevo Paraiso,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,17:50:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Platano,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo
2609,06/25/2021 12:00:00 AM,32,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,20:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,25000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Básica completa,No afiliado,La pone en los colectores de basura o canecas
2610,06/25/2021 12:00:00 AM,40,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,NS/NR,NS/NR,Santa Rosa,NS/NR,NS/NR,02:00:00.000-05:00,16:01:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Limón,Comercio al por menor,105000.0,"Otro, ¿cuál?",Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta intermunicipal,Bachiller,No afiliado,La pone en los colectores de basura o canecas
2611,06/25/2021 12:00:00 AM,34,Masculino,Afrodescendiente o negro,1,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,"Tomate, verduras",Comercio al por menor,300000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2612,06/25/2021 12:00:00 AM,40,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,13:00:00.000-05:00,2,2.0,Verbal,Sin información,False,NS/NR,NS/NR,False,Deditos,Comercio al por menor,170.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,A pie,Primaria incompleta,No afiliado,La pone en los colectores de basura o canecas
2613,06/25/2021 12:00:00 AM,63,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,03:30:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,400.0,Carnes,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,No afiliado,Taxi,NS/NR,No afiliado,La recoge el servicio de aseo
2614,06/25/2021 12:00:00 AM,53,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,18:00:00.000-05:00,2,0.0,Verbal,Sin información,NS/NR,NO,NS/NR,NS/NR,NS/NR,Comercio al por menor,500000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Bachiller,Afiliado,La recoge el servicio de aseo
2615,06/25/2021 12:00:00 AM,31,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Taxi Colectivo,Bachillerato completo,No afiliado,La pone en los colectores de basura o canecas
2616,06/25/2021 12:00:00 AM,69,Masculino,Palenquero,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,15:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,NS/NR,A pie,Básica completa,Afiliado,La pone en los colectores de basura o canecas
2617,06/25/2021 12:00:00 AM,46,Masculino,Indígena,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,NS/NR,NO,NS/NR,NS/NR,NS/NR,Comercio al por menor,400000.0,Otros artículos domésticos,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria completa,No afiliado,La recoge el servicio de aseo
2618,06/25/2021 12:00:00 AM,48,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Prendas de vestir y sus accesorios,Colombia,Cartagena,Bolívar,Sí,NS/NR,NS/NR,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2619,06/25/2021 12:00:00 AM,49,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Consolata,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,08:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150.0,Productos agrícolas,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,No afiliado,A pie,NS/NR,No afiliado,La recoge el servicio de aseo
2620,06/25/2021 12:00:00 AM,52,Masculino,Otro,1,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,5,0.0,Verbal,Sin información,NS/NR,NO,NS/NR,NS/NR,NS/NR,Comercio al por menor,100.0,"Artículos de ferretería, pinturas y productos de vidrio",NS/NR,NS/NR,Valle del Cauca,"No, nací en otro municipio",NS/NR,Contributivo,Mototaxi,Bachiller,Afiliado,La recoge el servicio de aseo
2621,06/24/2021 12:00:00 AM,50,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,25000.0,Artículos culturales y de entretenimiento,NS/NR,NS/NR,Cesar,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Bachiller,No afiliado,La recoge el servicio de aseo
2622,06/24/2021 12:00:00 AM,39,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,06:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30000.0,Prendas de vestir y sus accesorios,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2623,06/21/2021 12:00:00 AM,30,Masculino,Indígena,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nelson Mandela,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,12:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,20000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Córdoba,"No, nací en otro municipio",NS/NR,No afiliado,A pie,Básica completa,Afiliado,La recoge el servicio de aseo
2624,06/21/2021 12:00:00 AM,58,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Petare,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,250000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Primaria completa,Afiliado,La recoge el servicio de aseo
2625,06/21/2021 12:00:00 AM,28,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona rural de Cartagena,Olaya Herrera,NS/NR,Bayunca,NS/NR,NS/NR,02:00:00.000-05:00,11:05:00.000-05:00,4,0.0,Verbal,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por mayor,2000000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Universitario,Afiliado,La recoge el servicio de aseo
2626,06/23/2021 12:00:00 AM,45,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Gafas y sombreros,Ambos,150000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Sucre,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Primaria incompleta,Afiliado,La recoge el servicio de aseo
2627,06/22/2021 12:00:00 AM,60,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,500000.0,Carnes,NS/NR,NS/NR,Magdalena,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,Afiliado,La recoge el servicio de aseo
2628,06/24/2021 12:00:00 AM,63,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,05:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Ventas de periódico,Comercio al por menor,200000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,No afiliado,La recoge el servicio de aseo
2629,06/24/2021 12:00:00 AM,20,Masculino,Indígena,0,NO,Sin discapacidad,NS/NR,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,Barrio Chino,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,14:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,"Empanadas , papas rellenas",Comercio al por menor,100000.0,Solo ofrezco servicios.,NS/NR,NS/NR,La Guajira,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Básica completa,No afiliado,La recoge el servicio de aseo
2630,06/24/2021 12:00:00 AM,56,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2631,06/24/2021 12:00:00 AM,54,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Petare,NS/NR,NS/NR,NS/NR,NS/NR,08:30:00.000-05:00,17:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,40000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Bachiller,No afiliado,La recoge el servicio de aseo
2632,06/24/2021 12:00:00 AM,40,Femenino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,"Pareja, esposo(a), cónyuge, compañero(a)",En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,08:00:00.000-05:00,17:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,60000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,A pie,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2633,06/24/2021 12:00:00 AM,42,Femenino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,05:30:00.000-05:00,16:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,"Tintos, cigarrillos",Comercio al por menor,30000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,A pie,Bachiller,No afiliado,La recoge el servicio de aseo
2634,06/23/2021 12:00:00 AM,34,Masculino,Ninguno de los anteriores,1,SI,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Petare,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,10:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Empanadas,Comercio al por menor,160000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Atlántico,"No, nací en otro municipio",NS/NR,No afiliado,A pie,NS/NR,Afiliado,La recoge el servicio de aseo
2635,06/23/2021 12:00:00 AM,57,Masculino,Ninguno de los anteriores,1,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,16:20:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Productos de limpieza de calderos,Comercio al por menor,200000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Universitario,Afiliado,La recoge el servicio de aseo
2636,06/23/2021 12:00:00 AM,26,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Barrio Chino,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,"Tapa bocas , pañoletas",Ambos,40000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Bachiller,Afiliado,La recoge el servicio de aseo
2637,06/23/2021 12:00:00 AM,53,Masculino,Afrodescendiente o negro,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,El Pozón,NS/NR,NS/NR,NS/NR,NS/NR,09:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Gafas,Ambos,70000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Atlántico,"No, nací en otro municipio",NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,Afiliado,La recoge el servicio de aseo
2638,06/23/2021 12:00:00 AM,56,Femenino,Indígena,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,20000.0,Prendas de vestir y sus accesorios,NS/NR,NS/NR,NS/NR,"No, nací en otro municipio",NS/NR,Subsidiado,Taxi Colectivo,Bachiller,Afiliado,La recoge el servicio de aseo
2639,06/23/2021 12:00:00 AM,48,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Olaya Herrera,NS/NR,NS/NR,NS/NR,NS/NR,03:00:00.000-05:00,11:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Solo ofrezco servicios.,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,A pie,Bachiller,Afiliado,La recoge el servicio de aseo
2640,06/22/2021 12:00:00 AM,35,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:30:00.000-05:00,18:10:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,A pie,Primaria incompleta,Afiliado,La recoge el servicio de aseo
2641,06/22/2021 12:00:00 AM,61,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,Mantenimiento de relog,Comercio al por menor,400000.0,Solo ofrezco servicios.,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Bus/Buseta urbana,Bachiller,Afiliado,La recoge el servicio de aseo
2642,06/22/2021 12:00:00 AM,63,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,"Hijo(a), hijastro(a)",En la zona rural de Cartagena,La Esperanza,NS/NR,Bayunca,NS/NR,NS/NR,06:00:00.000-05:00,16:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,100000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Trabajo,Subsidiado,Bus/Buseta intermunicipal,Primaria incompleta,Afiliado,La recoge el servicio de aseo
2643,06/21/2021 12:00:00 AM,58,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nuevo Paraiso,NS/NR,NS/NR,NS/NR,NS/NR,02:10:00.000-05:00,17:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,700000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,Subsidiado,Mototaxi,Bachiller,Afiliado,La recoge el servicio de aseo
2644,06/21/2021 12:00:00 AM,42,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,El Pozón,NS/NR,Santa rosa bolívar,NS/NR,NS/NR,12:00:00.000-05:00,10:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,400000.0,Productos agrícolas,NS/NR,NS/NR,Cesar,"No, nací en otro municipio",Trabajo,Subsidiado,Taxi Colectivo,Primaria incompleta,Afiliado,La recoge el servicio de aseo
2645,06/21/2021 12:00:00 AM,69,Masculino,Ninguno de los anteriores,1,SI,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona rural de Cartagena,Olaya Herrera,NS/NR,Santa Catalina bolívar,NS/NR,NS/NR,03:00:00.000-05:00,14:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Ambos,400000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",Trabajo,Subsidiado,Taxi,Primaria incompleta,Afiliado,La recoge el servicio de aseo
2646,06/24/2021 12:00:00 AM,22,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,República de Chile,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,300000.0,Productos agrícolas,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,A pie,Bachillerato completo,No afiliado,La recoge el servicio de aseo
2647,06/24/2021 12:00:00 AM,18,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,"Hijo(a), hijastro(a)",En la zona urbana de Cartagena,NS/NR,NS/NR,NS/NR,NS/NR,NS/NR,07:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,50000.0,Solo ofrezco servicios.,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Taxi Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
2648,06/24/2021 12:00:00 AM,44,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Candelaria,NS/NR,NS/NR,NS/NR,NS/NR,04:00:00.000-05:00,19:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,150000.0,Productos agrícolas,Colombia,Cartagena,Bolívar,Sí,NS/NR,No afiliado,Jeep Colectivo,Primaria completa,No afiliado,La recoge el servicio de aseo
2649,06/24/2021 12:00:00 AM,52,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,SI,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La María,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,07:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,200000.0,Productos agrícolas,NS/NR,NS/NR,Bolívar,"No, nací en otro municipio",NS/NR,Subsidiado,Mototaxi,Primaria incompleta,No afiliado,La recoge el servicio de aseo
2650,06/24/2021 12:00:00 AM,39,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,Nuevo Bosque,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,14:30:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,"Prepara dedos de queso y empanadas, todos en arina de trigo.",Comercio al por menor,70000.0,Otros productos alimenticios,Venezuela,NS/NR,NS/NR,"No, nací en otro país",NS/NR,No afiliado,Mototaxi,Bachiller,No afiliado,La recoge el servicio de aseo
2651,06/24/2021 12:00:00 AM,33,Masculino,Ninguno de los anteriores,0,NO,Sin discapacidad,NO,Yo soy el Jefe(a) del hogar,En la zona urbana de Cartagena,La Esperanza,NS/NR,NS/NR,NS/NR,NS/NR,06:00:00.000-05:00,18:00:00.000-05:00,0,0.0,NS/NR,Sin información,False,NS/NR,NS/NR,False,NS/NR,Comercio al por menor,30000.0,Productos de tabaco,Venezuela,NS/NR,NS/NR,"No, nací en otro país",Trabajo,No afiliado,Mototaxi,Técnico o tecnológico,No afiliado,La recoge el servicio de aseo
